Timestamp,Device_Side,Device_Address,Sensor_Timestamp_ms,Serial_Number,Packet_Number,Sensor_Type,W,X,Y,Z
2026-05-26 10:59:29.600,Left,F4:1B:9B:AF:20:5D,1779767954050,4892,0,ACC,,0.1104,-0.002,-0.2354
2026-05-26 10:59:29.602,Left,F4:1B:9B:AF:20:5D,1779767954050,4892,0,GYRO,,17.6392,-43.8232,60.9741
2026-05-26 10:59:29.602,Left,F4:1B:9B:AF:20:5D,1779767954050,4892,0,QUAT,-0.1369,-0.3717,-0.0995,0.2884
2026-05-26 10:59:29.603,Left,F4:1B:9B:AF:20:5D,1779767954064,4892,1,ACC,,0.0811,0.0122,-0.2314
2026-05-26 10:59:29.603,Left,F4:1B:9B:AF:20:5D,1779767954064,4892,1,GYRO,,13.1226,-46.3257,74.585
2026-05-26 10:59:29.604,Left,F4:1B:9B:AF:20:5D,1779767954064,4892,1,QUAT,-0.1387,-0.3716,-0.0988,0.2878
2026-05-26 10:59:29.605,Left,F4:1B:9B:AF:20:5D,1779767954074,4892,2,ACC,,0.0288,0.0107,-0.2095
2026-05-26 10:59:29.606,Left,F4:1B:9B:AF:20:5D,1779767954074,4892,2,GYRO,,8.667,-48.8281,87.0361
2026-05-26 10:59:29.607,Left,F4:1B:9B:AF:20:5D,1779767954074,4892,2,QUAT,-0.1407,-0.3717,-0.098,0.287
2026-05-26 10:59:29.607,Left,F4:1B:9B:AF:20:5D,1779767954079,4892,3,ACC,,-0.0278,-0.0146,-0.1714
2026-05-26 10:59:29.608,Left,F4:1B:9B:AF:20:5D,1779767954079,4892,3,GYRO,,4.3945,-51.0864,98.938
2026-05-26 10:59:29.608,Left,F4:1B:9B:AF:20:5D,1779767954079,4892,3,QUAT,-0.143,-0.3719,-0.0969,0.2861
2026-05-26 10:59:29.622,Left,F4:1B:9B:AF:20:5D,1779767954070,4893,0,ACC,,-0.0894,-0.0596,-0.1177
2026-05-26 10:59:29.623,Left,F4:1B:9B:AF:20:5D,1779767954070,4893,0,GYRO,,-0.1831,-51.2085,109.4971
2026-05-26 10:59:29.623,Left,F4:1B:9B:AF:20:5D,1779767954070,4893,0,QUAT,-0.1454,-0.3721,-0.0956,0.2849
2026-05-26 10:59:29.624,Left,F4:1B:9B:AF:20:5D,1779767954084,4893,1,ACC,,-0.167,-0.1333,-0.0381
2026-05-26 10:59:29.624,Left,F4:1B:9B:AF:20:5D,1779767954084,4893,1,GYRO,,-6.4697,-47.5464,116.1499
2026-05-26 10:59:29.625,Left,F4:1B:9B:AF:20:5D,1779767954084,4893,1,QUAT,-0.148,-0.3725,-0.0941,0.2837
2026-05-26 10:59:29.625,Left,F4:1B:9B:AF:20:5D,1779767954094,4893,2,ACC,,-0.2192,-0.2563,0.0322
2026-05-26 10:59:29.625,Left,F4:1B:9B:AF:20:5D,1779767954094,4893,2,GYRO,,-15.2588,-40.4663,116.6992
